#proteinId	gotermId	goName	gotermType	goAcc
21001	3878	spliceosome	cellular_component	GO:0005681
106299	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
106299	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
106299	3050	casein kinase activity	molecular_function	GO:0004680
106299	3051	casein kinase I activity	molecular_function	GO:0004681
106299	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
106299	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
106299	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
106299	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
106299	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
106299	3067	atypical protein kinase C activity	molecular_function	GO:0004700
106299	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
106299	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
106299	3071	JUN kinase activity	molecular_function	GO:0004705
106299	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
106299	3074	MAP kinase kinase activity	molecular_function	GO:0004708
106299	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
106299	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
106299	3084	Janus kinase activity	molecular_function	GO:0004718
106299	6004	MAP kinase 1 activity	molecular_function	GO:0008338
106299	6005	MP kinase activity	molecular_function	GO:0008339
106299	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
106299	6196	JUN kinase kinase activity	molecular_function	GO:0008545
106299	10102	MAP kinase 2 activity	molecular_function	GO:0016908
106299	10103	SAP kinase activity	molecular_function	GO:0016909
106299	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
106299	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
106299	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
106631	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
106631	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
106631	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
106631	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
106631	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
106828	4143	carbohydrate metabolic process	biological_process	GO:0005975
106828	6429	cellulase activity	molecular_function	GO:0008810
106854	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
106854	4143	carbohydrate metabolic process	biological_process	GO:0005975
108989	6075	acyltransferase activity	molecular_function	GO:0008415
108989	6667	biosynthetic process	biological_process	GO:0009058
108989	9977	nucleotidyltransferase activity	molecular_function	GO:0016779
108989	9940	transferase activity	molecular_function	GO:0016740
108989	2867	mannose-1-phosphate guanylyltransferase activity	molecular_function	GO:0004475
109198	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
109198	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
109198	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
109198	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
109198	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
109198	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
109198	10082	ATPase activity	molecular_function	GO:0016887
109198	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
109198	18132	ATPase activity, coupled	molecular_function	GO:0042623
109198	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
109198	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
109198	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
109430	6217	myosin ATPase activity	molecular_function	GO:0008570
109523	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
109523	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
109523	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
109523	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
109523	3050	casein kinase activity	molecular_function	GO:0004680
109523	3051	casein kinase I activity	molecular_function	GO:0004681
109523	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
109523	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
109523	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
109523	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
109523	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
109523	3067	atypical protein kinase C activity	molecular_function	GO:0004700
109523	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
109523	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
109523	3071	JUN kinase activity	molecular_function	GO:0004705
109523	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
109523	3074	MAP kinase kinase activity	molecular_function	GO:0004708
109523	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
109523	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
109523	3084	Janus kinase activity	molecular_function	GO:0004718
109523	6004	MAP kinase 1 activity	molecular_function	GO:0008338
109523	6005	MP kinase activity	molecular_function	GO:0008339
109523	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
109523	6196	JUN kinase kinase activity	molecular_function	GO:0008545
109523	10102	MAP kinase 2 activity	molecular_function	GO:0016908
109523	10103	SAP kinase activity	molecular_function	GO:0016909
109523	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
109523	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
109523	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
109913	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
109913	3782	extracellular region	cellular_component	GO:0005576
109913	4143	carbohydrate metabolic process	biological_process	GO:0005975
109913	13137	cellulose binding	molecular_function	GO:0030248
109917	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
109917	3782	extracellular region	cellular_component	GO:0005576
109917	4143	carbohydrate metabolic process	biological_process	GO:0005975
109917	13137	cellulose binding	molecular_function	GO:0030248
110165	5830	metabolic process	biological_process	GO:0008152
110165	9985	hydrolase activity	molecular_function	GO:0016787
110165	2290	catalytic activity	molecular_function	GO:0003824
110578	2198	RNA polymerase II transcription factor activity	molecular_function	GO:0003702
110578	3871	transcription factor TFIIA complex	cellular_component	GO:0005672
110578	4515	transcription initiation from RNA polymerase II promoter	biological_process	GO:0006367
110751	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
110751	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
110751	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
110751	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
110751	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
110858	3727	protein binding	molecular_function	GO:0005515
110884	3727	protein binding	molecular_function	GO:0005515
110962	3727	protein binding	molecular_function	GO:0005515
111282	5323	intracellular signaling cascade	biological_process	GO:0007242
111282	6795	cyclic nucleotide biosynthetic process	biological_process	GO:0009190
111282	10044	phosphorus-oxygen lyase activity	molecular_function	GO:0016849
111282	3180	glycine-tRNA ligase activity	molecular_function	GO:0004820
111282	6942	glycine-tRNA ligase complex	cellular_component	GO:0009345
111343	5057	immune response	biological_process	GO:0006955
111343	9320	membrane	cellular_component	GO:0016020
111343	12128	antigen processing and presentation	biological_process	GO:0019882
111343	3708	binding	molecular_function	GO:0005488
111886	5830	metabolic process	biological_process	GO:0008152
111886	9985	hydrolase activity	molecular_function	GO:0016787
112085	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
112085	16887	DNA polymerase activity	molecular_function	GO:0034061
112294	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
112294	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
112294	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
112294	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
112294	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
112373	2290	catalytic activity	molecular_function	GO:0003824
112373	2462	adenylosuccinate lyase activity	molecular_function	GO:0004018
112373	6758	purine ribonucleotide biosynthetic process	biological_process	GO:0009152
112687	2216	RNA binding	molecular_function	GO:0003723
112687	2928	ribonuclease activity	molecular_function	GO:0004540
112687	171	3'-5'-exoribonuclease activity	molecular_function	GO:0000175
112687	2924	5'-3' exoribonuclease activity	molecular_function	GO:0004534
112951	5355	multicellular organismal development	biological_process	GO:0007275
112951	5703	beta-catenin binding	molecular_function	GO:0008013
113127	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
113127	4143	carbohydrate metabolic process	biological_process	GO:0005975
113545	281	magnesium ion binding	molecular_function	GO:0000287
113545	2824	inorganic diphosphatase activity	molecular_function	GO:0004427
113545	3930	cytoplasm	cellular_component	GO:0005737
113545	4913	phosphate metabolic process	biological_process	GO:0006796
113545	4639	proteolysis	biological_process	GO:0006508
113545	13544	caspase activity	molecular_function	GO:0030693
115001	2403	NAD+ ADP-ribosyltransferase activity	molecular_function	GO:0003950
115001	3838	nucleus	cellular_component	GO:0005634
115001	4605	protein amino acid ADP-ribosylation	biological_process	GO:0006471
115001	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
115001	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
115001	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
115001	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
115001	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
115883	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
115883	4143	carbohydrate metabolic process	biological_process	GO:0005975
116091	2176	DNA binding	molecular_function	GO:0003677
116091	3736	ATP binding	molecular_function	GO:0005524
116091	2175	nucleic acid binding	molecular_function	GO:0003676
116091	2792	helicase activity	molecular_function	GO:0004386
116091	3727	protein binding	molecular_function	GO:0005515
116091	5939	zinc ion binding	molecular_function	GO:0008270
116091	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
116091	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
116091	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
